一一 , 表一個接一個沒有間斷。
非常 , 形容特殊且不在平常範圍內。
非常 , 表超過平常的程度。
非正式 , 形容不具正式關係或身份。
非正式 , 形容不符合公認標準的。
非法 , 形容不符合法律規定的。
非 , 表一定，排除其他可能性。常用「非…不可」。
非 , 違背事實或真理。
靠 , 以後述對象為憑藉進行特定事件。
靠 , 將生物的軀體或局部部位稍微向目標的方向移動。
靠岸 , 船艦停泊。
靠 , 船艦停泊在後述位置。
靠 , 藉由其他東西的支撐，使物體立著。
靠行 , 沒有營業執照的人寄附在有執照的公司名下。
靠 , 行進中的交通工具，往側邊接近後述對象。
靠 , 身體傾斜，把一部份重量由物體或他人支撐。
靠邊站 , 形容不重要的，有諷刺的涵義。
靠邊 , 表對特定事件表達特定立場，常用於政治立場。
靠邊 , 表沿著邊緣或旁邊。
面 , 位置詞。面對觀察者的方向。
面前 , 地方詞。比喻生動記憶影像出現的地方。
面前 , 地方詞，距離說話者正面不遠處的地方。
面前 , 時間詞。說話者所在的時間參考點。
面前 , 普通名詞。眼睛看到的景象。
面 , 前述對象所在的位置正面朝向後述對象。
面對 , 前述對象所在的位置正面朝向後述對象。
面對 , 比喻主事者在後述事件發生時不逃避。
面 , 普通名詞。事件被觀察到的情況或範圍。
面 , 普通名詞。動物頭從額頭到下巴的部分。
面 , 普通名詞。有長度與寬度的二度空間。
面 , 普通名詞。物體外部為平面的部份。
面目 , 普通名詞。人或動物的外表相貌，特指臉部外觀。
面目 , 普通名詞。前述人或團體經過掩飾的本質。常與「真」連用。
面目 , 普通名詞。前述社群呈現出來的發展狀態。常用接尾詞。
面目 , 普通名詞。比喻人的尊嚴。常用於反詰。
面積 , 普通名詞。物體的表面或平面圖形在二度空間所佔有的大小。
面臨 , 前述對象所在的位置正面朝向後述對象。
面臨 , 比喻正在經歷後述事件。
面 , 計算其機能、功能在表面的單位。
面 , 計算牌狀物的單位，常用於「金牌、車牌」。
面 , 計算鏡子的單位。
面面俱到 , 各方面都注意到。
革命 , 推動特定領域大幅改變。
革命 , 普通名詞。推動特定領域大幅改變的事件。
革命 , 普通名詞。用武力推翻原本的政權或政治制度的事件。
革命 , 用武力推翻原本的政權或政治制度，以建立新的政權或政治制度。
革新 , 用新制度改變原來後述制度希望使其改善。
靳 , 專有名詞。姓。
靳 , 普通名詞。中國古代以四匹馬拉的馬車，繫在中間兩匹馬胸前的皮帶。　　
靳 , 氣量狹小而不輕易做後述事件。
靴 , 普通名詞。長筒的鞋子。常用接尾詞。
鞋 , 以鞋為形象製造的人造物。
鞋 , 普通名詞。穿在腳上，通常有堅固材料做成的底部，以在走路時保護腳的衣物。
鞏 , 專有名詞。姓。
鞠躬 , 彎腰行禮，通常表示敬意。
鞣 , 使後述物體變得柔軟，通常是皮革。
鞭 , 普通名詞。供食用或藥用的雄性動物的陰莖。常用接尾詞。
鞭 , 普通名詞。軟性可彎折的長條型器具，通常用來驅趕牲口或打人。常用接尾詞。
鞭 , 比喻用語言或文字針對後述對象加以攻擊。
鞭 , 用鞭子抽打後述對象。
鞭 , 計算以鞭子打特定對象的次數的單位。
韁 , 普通名詞。繫在馬匹脖子上，用來駕馭馬匹的繩子。
韋伯 , 專有名詞。二十一世紀英國作曲家、指揮家，為音樂劇的代表作家。
韋伯 , 專有名詞。二十世紀德國社會學家、政治經濟學家，著有基督教新教倫理和資本主義精神、經濟與社會等書。
韋伯 , 專有名詞。十八世紀末、十九世紀初德國作曲家。德國民族歌劇創始者。
韋伯 , 計算磁通量的單位。在一秒內使一單匝線圈產生一伏特感應電動勢的磁通量。
韋 , 專有名詞。姓。
韌 , 形容比喻特定對象意志堅強不怕挫折。
韌 , 形容物體本身容易延展，受外力時不易折斷。
韌 , 普通名詞。接尾詞。富有彈性的帶狀結締組織，通常為於骨骼間，用來連結。
韓信 , 專有名詞。西漢初軍事家。
韓國 , 地方詞。國名，位於亞洲東北部，朝鮮半島上的國家。
韓國 , 專有名詞。戰國七雄之一，西元前403年至西元前230年，韓宣子所建。
韓國 , 專有名詞。治理南韓的政府。
韓國 , 普通名詞。韓國的文化。
韓 , 地方詞。國名，位於亞洲東北部，朝鮮半島上的國家。
韓 , 地方詞。國名，位於亞洲東北部，朝鮮半島北端的國家，以北緯38度線與南韓分界。「北韓」的簡省。
韓 , 地方詞。國名，位於亞洲東北部，朝鮮半島南端的國家，以北緯38度線與北韓分界。「南韓」的簡省。
韓 , 專有名詞。姓。
韓 , 專有名詞。戰國七雄之一，西元前403年至西元前230年，韓宣子所建。
韓愈 , 專有名詞。唐代散文家，為唐宋八大家之首，字退之。
音 , 普通名詞。字的音讀。
音 , 普通名詞。聲音，強調其接收。
音 , 普通名詞。語音的單位。
音樂 , 普通名詞。「唱片製作公司」的簡省。常用接尾詞。
音樂 , 普通名詞。大學中教授音樂的知識的教學研究單位。音樂系所的簡省。
音樂 , 普通名詞。有節奏和旋律的聲音。
音樂 , 普通名詞。研究音樂的知識。
音樂 , 普通名詞。音樂作品。
音樂 , 普通名詞。音樂活動以及與音樂相關的周邊產業，常出現在比喻的用法中，當作一個圈子或範圍。
韻律 , 普通名詞。做動作時所呈現的規律和節奏。
韻律 , 普通名詞。比喻特定事件依照節奏或規律所產生的週期性反覆。
韻律 , 普通名詞。比喻特定對象呈現出的和諧統一的美感，通常指藝術作品。
韻律 , 普通名詞。詩詞中的平仄格式或押韻規則。
響 , 形容為眾人所知的。
響應 , 以行為表示支持特定主張或行動。
響應 , 普通名詞。訊號的反應。
響 , 普通名詞。特定事件產生的聲音。
響 , 比喻使後述可以發出共鳴聲的器具發出聲音以傳達特定訊息。
響 , 計算聲音的單位。
頁 , 普通名詞。紙張一面為一頁。
頁 , 計算書冊、文件面數的單位。
頂 , 以話語抵觸，常用於下對上。
頂嘴 , 以話語抵觸，常用於下對上。
頂多 , 表最高限度，不多於後述數量範圍。
頂多 , 表最高限度，不多於後述程度範圍。
頂 , 計算有頂的物品的單位。
頃 , 時間詞。極短的時間。
頃 , 移動到與正確方向不符合的有小角度的方向。
頃 , 與參考時間接近的範圍。
頃 , 計算土地面積的單位。公制一頃等於一百公畝。
項 , 專有名詞。姓。
項 , 普通名詞。計算在特定範圍中具有共同特徵的小範圍的單位。
項 , 普通名詞。頭和軀幹相連接的部份。
項 , 計算事物分類的單位。
項 , 計算在特定範圍中具有共同特徵的小範圍的單位。
順 , 使事件進行的過程變得平穩流暢，沒有阻礙，通常是文字或音樂作品。
順便 , 表做一件事情時，很容易同時做其他事情。
順便 , 要求他人在做自己的事時，同時為說話者做相同的事。
順其自然 , 順著事物本性發展。
順利 , 形容事件進行的過程平穩流暢，沒有阻礙。
順 , 形容事件進行的過程平穩流暢，沒有阻礙。
順 , 形容事件進行的過程變得平穩流暢，沒有阻礙。
順 , 形容朝預期方向生長的，通常用於毛髮。
順 , 形容毛髮變得滑順且觸感好。
順手 , 形容做事的過程中沒有遇到阻礙，即順、順利之意。
順手 , 形容很合用，手感很好。
順手 , 表做一件事情時，很容易同時做其他事情。
順手 , 表很容易完成的手部動作，近似於反射動作。
順 , 服從、遵循特定對象。
順道 , 表在原有的規劃之外，再做其他事。
須 , 專有名詞。姓。
須 , 後述事件為前述事件的必要條件。
頌 , 專有名詞。姓。
頌 , 普通名詞。接尾詞。一種文章體裁，內容通常是在讚揚特定對象。
頌 , 普通名詞。詩經裡的商頌，是周代祭祀時配合舞曲的歌詞。
頌 , 清晰且有韻律地唸出文章內容。
頌 , 給予特定對象極高的正面評價。
預估 , 在事情發生前估算。
預估 , 普通名詞。事情發生前的估算。
預備 , 事前安排籌畫。
預備 , 形容取得規定的資格，以備日後可以成為正式身份的。
預備 , 表動作進行前的提醒語。
預售 , 在正常發售時間前販賣。
預報 , 在事情發生前，做事先通告。
預報 , 對天氣所做的預測。
預定 , 事先約定。
預定 , 初步決定要做後述事件。
預 , 形容事情發生或處理之前就準備好的。
預料 , 在事情發生前設想。
預期 , 在事情發生前設想。
預測 , 在事情發生前推斷。
預測 , 在事情發生前的推斷。
預算 , 在事情發生前計畫。
預算 , 普通名詞。個人或組織對未來的特定時期內將要做的事規劃的經費方案。
預 , 表事情發生或處理之前。
預計 , 在事情發生前計算或計畫。
預計 , 普通名詞。事情發生前的計算。
預賽 , 普通名詞。比賽中的第一個階段，包括在進入正式比賽前所作的比賽。
預 , 進行後述已進行中或規劃給多人進行的特定活動或事件。
預防 , 在事情發生前做準備，不讓其發生。
頑 , 形容愚蠢無知的。
頑 , 形容頑皮好動的。
頒 , 以公開、正式的方式贈予獎勵或榮譽。
頒 , 政府機關的法律、命令、文告等通知事項，公開發佈，使大家都知道。
頒獎 , 以公開、正式的方式贈予獎勵。
頒發 , 以公開、正式的方式贈予獎勵或榮譽。
頓時 , 表極短的時間。
頓 , 暫時停止動作。
頓 , 計算用餐次數的單位。
頓 , 計算負面經驗事件次數的單位。
頗 , 專有名詞。姓。
頗 , 表程度高的委婉說法。
領 , 上級帶領下級做後述事件。
領先 , 比喻在同類對象中第一個進行後述事件。
領先 , 比喻處於較高的水準，超過他人。
領先 , 行進時在隊伍的最前面。
領取 , 經過特定程序向特定對象取得主事者擁有或應該擁有的金錢或物品。
領域 , 普通名詞。屬於特定國家所有的陸、海、空領域。
領域 , 普通名詞。比喻特定學術思想或社會活動的抽象範圍。
領 , 普通名詞。穿著時靠近脖子的衣服部份。常用接尾詞。
領 , 普通名詞。頭和軀幹相連接的部份。
領 , 比喻領導事件進行或發展的方向。
領 , 經過特定程序向特定對象取得主事者擁有或應該擁有的金錢或物品。
領袖 , 普通名詞。中國近代政治家、軍事家，名中正，字介石，民國三十七年當選中華民國首任總統，民國三十八年帶領國民黨播遷到臺灣。「蔣中正」的尊稱。
領袖 , 普通名詞。在同類團體中起帶頭作用的團體。
領袖 , 普通名詞。在組織或團體中肩負領導責任的人。
領 , 負責主持或推動事件的進行。
領 , 走在前面，引導前進方向。
領銜 , 在行動中帶頭。
領銜 , 居於名單的首要位置進行後述事件。
頭 , 不贊成、反對，即搖頭的意思。
頭 , 普通名詞。動物軀體最前端，並帶有臉或帶有類似人類臉形的特徵。
頭 , 普通名詞。與聽話者有較親暱的關係，表不贊同的意思，常用「V+…的頭」。
頭 , 暫時量詞。描述整個人的身體。
頭 , 暫時量詞。計算頭髮整體的單位。
頭疼 , 形容令人感到煩惱或討厭。
頭疼 , 形容頭部疼痛。
頭號 , 形容在同類對象中排名第一的。
頭部 , 位置詞。物體最上方的一端。
頭部 , 普通名詞。動物軀體最前端，並帶有臉或帶有類似人類臉形的特徵。
頭部 , 普通名詞。走勢圖上成交量大或價位高的區段。
頭 , 順序上排在最先前的事物。
頭髮 , 人類頭上的毛。
頷 , 普通名詞。下巴。
頷 , 普通名詞。律詩中第三、四兩句。
